,ci_test_results,z_test_results,z_test_p_values,mean_diff
GGN,True,False,0.41001754407385227,0.8893391562250401
GGNBP2,False,True,0.00033896107904202486,-8.037578020000026
GGPS1,True,False,0.0773188515662365,2.415440029999999
GGT1,True,False,0.17834717641256548,3.2207725947000014
GGT5,True,False,0.3130926019884077,-1.6706245297412012
GGT6,True,False,0.6349205523258544,-0.24043776118979987
GGT7,True,False,0.569790715652349,0.7722455384
GGTLC1,True,False,0.8826112934888944,-0.09969442030259168
GGTLC2,True,False,0.20900055437723009,-0.9592707329149758
GH1,True,False,0.3760198373738596,-3.715209004432391
GH2,True,False,0.050538061716700465,4.425885618420078
GHDC,True,True,0.048969086603239904,-1.6634665023999986
GHITM,True,False,0.30340160893912016,-4.050719102000016
GHR,True,False,0.20102319471022378,0.6588744221021399
GHRH,True,False,0.7889447411188746,0.47340500357786364
GHRHR,True,False,0.20622189554640769,1.7576295306911147
GHRL,True,False,0.3521196949854679,-0.9706259227240004
GHSR,True,False,0.06502973213099666,-0.46306549297757615
GID4,True,False,0.8189651714336397,0.30539222480000205
GID8,False,True,0.004018353958408757,-3.2301213670000024
GIF,True,False,0.15686596819013643,1.7831670075745858
GIGYF1,True,True,0.03751089987106594,-4.460212010799992
GIGYF2,True,False,0.23549832508073654,-1.8079475340000002
GIMAP1,False,True,6.514290334857342e-21,-10.470330077480002
GIMAP2,False,True,1.2337681112114598e-25,-29.318500227199998
GIMAP4,False,True,1.6644150590895207e-33,-50.40099312745999
GIMAP5,False,True,2.506937386036046e-21,-10.822431268384
GIMAP6,False,True,2.5790129532510192e-45,-45.52221712946999
GIMAP7,False,True,6.669820657232527e-42,-89.17187187711198
GIMAP8,False,True,4.012313022972529e-05,-8.938497872457999
GIN1,True,False,0.38736840733934685,-0.9046802563799998
GINM1,False,True,1.0058654263869778e-08,6.388279392999998
GINS1,True,False,0.05309665192992696,2.560915043919998
GINS2,True,True,0.021192086622452807,2.7652546240200007
GINS3,True,False,0.8009786336240706,0.297502270499999
GINS4,True,False,0.299592118424564,-0.4046952524599998
GIP,True,False,0.13425467521658402,-0.814871701862927
GIPC1,True,True,0.03479551275672631,-7.364137348000014
GIPC2,True,False,0.4493576899746471,0.8186075990525077
GIPC3,True,False,0.6936171805313452,0.1656176243880001
GIPR,False,True,8.194993397099511e-18,-5.730131114740001
GIT1,False,True,1.5900090774791774e-05,-6.853496974999999
GIT2,False,True,0.005453051298733201,-4.060913457200009
GJA1,True,False,0.2832749392160452,4.2031305948796
GJA10,True,False,0.3084713076482354,-0.9664957356032278
GJA3,True,False,0.7532843884282957,0.25181950815560006
GJA4,True,False,0.05227531742114307,-4.97305354751067
GJA5,True,False,0.986534795230974,0.024814122598479482
GJA8,True,False,0.22867568418225348,1.6014503412156862
GJA9,True,False,0.2971043499723025,1.23953340004984
GJB1,True,False,0.5276848940828214,1.017711231282214
GJB2,True,False,0.7012283013967104,0.6599342882710992
GJB3,True,False,0.4607654374944232,1.3943724601993397
GJB4,True,False,0.3036238893955492,1.2862097359064908
GJB5,True,False,0.7513566644140444,0.25829984171088327
GJB6,True,False,0.9563546877651451,0.03223273997335219
GJB7,True,False,0.40933652758944583,0.4562862896069998
GJC1,True,False,0.7326057271710151,-0.3886887999740001
GJC2,True,False,0.6017263603119525,0.7061294573195886
GJC3,True,False,0.21858608896049492,0.8716705344189399
GJD2,False,True,0.027674475670377528,-1.608969178123218
GJD3,True,False,0.17647467280425222,-1.6285966569510002
GJD4,True,True,0.047164417643361725,1.3378083510018002
GK,True,False,0.9125275157056666,0.23222439619999946
GK2,True,False,0.3696774599550744,0.21171033783639837
GK5,False,True,1.0657782034795195e-16,-11.6909491962
GKAP1,True,False,0.44642295788204256,1.1842759290799982
GKN1,True,False,0.5723414449239443,0.5683324988936409
GKN2,True,False,0.5007025220804417,-0.45164020802721916
GLA,True,False,0.12856576420374272,2.675105161000001
GLB1,True,False,0.11367787298787059,-3.4974715659999944
GLB1L,True,False,0.2104726138227726,-1.2784364122799996
GLB1L2,True,False,0.5446628533695929,1.0234049222556
GLB1L3,True,False,0.6553206026815815,0.3013076365798302
GLCCI1,True,False,0.5116286961297133,-0.9476016294799994
GLCE,True,False,0.6095458156535806,0.5230252904600015
GLDC,False,True,0.00012216192486882497,2.7828724983004003
GLDN,True,False,0.9638674528616948,0.08033061748470027
GLE1,True,False,0.8430540959690725,-0.4228590140000037
GLG1,False,True,7.029760523762576e-13,-20.15911296599998
GLI1,True,False,0.09804937408029016,1.6566533955200007
GLI2,True,False,0.4476596738445239,-0.3897506314120003
GLI3,True,False,0.148910276462829,2.3344496965497004
GLI4,True,False,0.3890901750280319,-0.9269898814000008
GLIPR1,False,True,1.1325673320702735e-09,-23.787224983000016
GLIPR1L1,True,False,0.34344792772986943,1.4980560587007998
GLIPR1L2,True,False,0.5752459769568661,-0.3924119988147394
GLIPR2,False,True,1.5715183265185427e-51,-57.2851540152
GLIS1,True,False,0.7318338801954722,0.30930319930248373
GLIS2,True,False,0.08156710680525772,-1.481173305283999
GLIS3,True,False,0.7269040574627408,0.15962164532240042
GLMN,True,True,0.04620453998110326,-2.871549106199998
GLMP,True,False,0.08083660270850877,-3.533669223799997
GLO1,True,False,0.1006594435756672,5.37940608400001
GLOD4,False,True,0.005243748173406912,-19.00286653599997
GLP1R,True,False,0.21790469893033138,-1.70872497368076
GLP2R,True,False,0.8232000554988881,-0.16470293218670196
GLRA1,True,False,0.6269337978742602,0.6493535477037145
GLRA2,True,False,0.42584109571604345,-0.34732792967063175
GLRA3,True,False,0.20774065792572538,-2.32506039112208
GLRB,True,False,0.0683603049649777,-1.9728384423339997
GLRX,False,True,1.4600019321350378e-10,-23.88113487400001
GLRX2,True,True,0.027426008533901917,-2.627729440200003
GLRX3,True,False,0.3003847176118333,2.4554968479999957
GLRX5,False,True,0.003826013056699497,-4.229262889000001
GLS,True,False,0.3047951969918764,4.132824568000004
GLS2,True,False,0.15294583101567727,0.9014627423270001
GLT1D1,True,False,0.9158011430877778,0.25096110048039755
GLT6D1,True,False,0.25415223759379535,1.6892403520150778
GLT8D1,False,True,6.674420502020198e-08,-10.241405608
GLT8D2,True,False,0.7994763345313202,-0.2576560838099997
GLTP,False,True,1.8902639148627132e-08,-13.050452529999994
GLTPD2,True,False,0.23107822279629442,1.8251149888144997
GLTSCR1L,True,False,0.15215236589253503,-1.3109728159999996
GLTSCR2,False,True,2.766775811712053e-09,87.69880388999997
GLUD1,True,False,0.23731210850683482,-4.0201060039999845
GLUD2,True,False,0.4971865200314801,0.9218835038542004
GLUL,True,False,0.1060188282670191,-13.080100903999991
GLYAT,True,False,0.11485393692853622,-0.9974766501523524
GLYATL1,True,False,0.17288374670636608,1.0742895951969431
GLYATL2,True,False,0.6052063466754147,-0.4634220167015921
GLYATL3,True,False,0.3225595947406802,0.48010148833754596
GLYCTK,True,False,0.7722024465894192,0.5145965424800014
GLYR1,True,False,0.7318615338446305,-0.5685046359999859
GM2A,True,False,0.2590053296616943,3.8661309963999955
GMCL1,False,True,0.009190116207387035,-2.688328385599995
GMDS,True,False,0.7062972513758374,-0.5647598767999966
GMEB1,True,False,0.05540411908776783,-2.3782816806000007
GMEB2,True,False,0.11603774369507681,3.099559124599999
GMFB,True,False,0.07114732878896877,3.277094823000006
GMFG,False,True,8.617974042571568e-16,-117.06976369600005
GMIP,False,True,3.277303604564676e-06,-15.0845197804
GML,True,False,0.19287982534743775,-0.7829419607892333
GMNN,True,False,0.4355862665483472,-1.3774225028000018
GMPPA,True,True,0.04046952074657319,-2.397399067000002
GMPPB,True,True,0.010645180159213903,4.199595521999996
GMPR,True,False,0.1133482833985615,2.97562765124
GMPR2,True,True,0.01754359721263699,-10.621564144000004
GMPS,True,False,0.6388767258797051,-0.7701270129999997
GNA11,True,True,0.0065695836460580624,3.2656292837999956
GNA12,False,True,3.448031062889426e-06,6.330708510599997
GNA13,True,False,0.4429754882113025,-1.844574460000004
GNA14,True,False,0.19634437745866706,-0.5506596063422998
GNA15,True,False,0.6787939915982844,-1.1930033972179999
GNAI1,True,False,0.13201064785603264,1.1190491785280017
GNAI2,False,True,4.744665700606051e-16,-68.62474333400007
GNAI3,True,False,0.9949471402490162,-0.0035340489999988733
GNAL,True,False,0.0749470612388701,-2.5092470092599983
GNAO1,True,False,0.22439919098166905,-0.7780185642989998
GNAQ,False,True,0.0010680811898357342,-8.507584474680002
GNAS,True,True,0.037448738812600135,24.361940519999848
GNAT2,True,False,0.24754057724522904,1.3366715848186401
GNAT3,True,False,0.6793664452025332,-0.14271889560538276
GNAZ,False,True,0.02022871134450193,2.3513965027676
GNB1,False,True,6.274695848629017e-08,-33.56330030800001
GNB1L,True,False,0.8499948939748228,0.1269956957199998
GNB2,False,True,4.932340235050729e-07,-33.399980050000096
GNB2L1,False,True,2.412221215375146e-06,289.00587882000036
GNB3,True,False,0.13366402938133404,2.245973622000221
GNB4,False,True,0.0053480819470049755,4.620817871
GNB5,False,True,8.694348573417923e-13,11.933859670199997
GNE,True,True,0.03433301115053455,2.129820092200001
GNG10,True,False,0.9009452991263145,0.28855817939998474
GNG11,True,False,0.29878509176673185,-3.569654279152001
GNG12,True,False,0.19188768782661592,3.908136381083999
GNG13,True,False,0.5917306585848676,1.11014089226216
GNG2,False,True,2.013683618524407e-55,-121.56378540919997
GNG3,True,True,0.04398718706164879,1.1850585225105994
GNG4,True,False,0.964198194933158,-0.052264959377998466
GNG5,True,True,0.017356820704242524,-11.638298189999972
GNG7,False,True,1.0837589889982061e-21,24.459273564660005
GNG8,True,True,0.019579492201992614,11.015043365078
GNGT1,True,False,0.35402539987149206,0.969954363410852
GNGT2,False,True,1.642786936005209e-33,-19.809007766254005
GNL1,True,True,0.021695852787512813,-20.4985458914
GNL2,True,False,0.12644828841216282,2.392453979999985
GNL3,False,True,0.0002693771767122948,7.797960936000003
GNL3L,True,False,0.4074681110376096,1.291297237799995
GNLY,False,True,1.0807409406595684e-58,-2768.2230934024997
GNMT,True,False,0.6492102304164233,0.7967262267279995
GNPAT,True,False,0.29503024883598683,-1.402177727999998
GNPDA1,True,False,0.27150119151425933,-2.5746447868000075
GNPDA2,True,False,0.13763491121874305,-2.400274135
GNPNAT1,True,True,0.04415753738305823,2.0395364729999983
GNPTAB,False,True,1.4086475891766476e-35,-43.2780112764
GNPTG,False,True,3.0830960595814453e-06,-6.7554802877999975
GNRH1,False,True,0.0008944152543699793,-2.3534036781599994
GNRH2,True,False,0.3233799954467472,-1.0459400251340005
GNRHR,True,False,0.6596312050468007,0.3011083666053995
GNS,False,True,0.002324510883621279,-10.635504542000007
GOLGA1,True,False,0.2709858700895199,-1.1690640331999997
GOLGA2,False,True,0.0003040425542732016,-5.586690881999999
GOLGA3,True,False,0.06876490607570933,2.102656324200005
GOLGA4,True,True,0.01214696609550357,-3.134388862599991
GOLGA5,True,False,0.5601202701118257,0.7348176070000001
GOLGA6A,True,False,0.6251545300415917,-0.3337754971928
GOLGA6B,True,False,0.26004363093113736,0.5971544865708999
GOLGA6C,True,False,0.15855776494020346,1.8415038026756005
GOLGA6D,True,False,0.09585407743155705,1.768268228859122
GOLGA6L10,True,False,0.5663085208090958,0.5705440395160002
GOLGA6L2,True,False,0.23750334462000233,0.6615132581952199
GOLGA7,False,True,1.2052295675320623e-17,-15.606683861999997
GOLGA7B,True,False,0.7546637408438781,-0.19544159800652006
GOLGA8A,True,True,0.016547362826134917,-5.824342979200004
GOLGA8B,True,False,0.0905511501514191,-2.5573194066300005
GOLGA8F,True,False,0.878910432299917,-0.17715920411713038
GOLGA8G,True,False,0.22817568851611403,1.20662986540726
GOLGB1,True,False,0.0574756025026136,-2.1212241073999962
GOLIM4,False,True,5.646928240613703e-05,-4.553937559000001
GOLM1,True,False,0.9634437706389646,0.12875196734001548
GOLPH3,True,False,0.26759737967213304,-1.795946470000004
GOLPH3L,True,False,0.8993346631493455,-0.1936632946000003
GOLT1A,True,False,0.9785031667296487,-0.013670459466480267
GOLT1B,True,True,0.009453488754020503,-7.21159347399999
GON4L,True,False,0.5333771033596666,-0.9611033576000025
GOPC,False,True,2.9465494698681673e-07,-3.6882842080000025
GORAB,True,False,0.8933081843827927,0.09510168322800006
GORASP1,False,True,0.0006311918910245206,3.091209835200001
GORASP2,True,False,0.3260666915611131,-1.8631535981999967
GOSR1,True,False,0.5330543748808187,-0.4861232820000083
GOSR2,True,False,0.2695412382413309,-1.8718784220000089
GOT1,True,False,0.4479690535706359,1.051493825200005
GOT1L1,True,False,0.6535503074915487,-0.20193205292766336
GOT2,True,False,0.07921403610444126,4.022372569400005
GP1BA,True,False,0.8664383595408587,-0.19905070770199895
GP1BB,True,False,0.2736818741647983,-0.9679225217792276
GP2,True,False,0.9445763077858074,0.08293504491562409
GP5,False,True,0.02827289002664203,1.7966031128634996
GP6,True,False,0.196571590582577,-1.0219504165440003
GP9,True,False,0.07423119883264906,2.7792402021915468
GPA33,True,False,0.12376839800252794,2.2343204413749187
GPAA1,True,True,0.01718738536824942,-4.981187450000007
GPALPP1,True,False,0.501127238351383,-0.7657039502000025
GPAM,True,False,0.6261836089871955,-0.3600138695999995
GPANK1,False,True,0.00010701613690152383,-3.398593326999997
GPAT2,True,False,0.2506132830149076,0.8312188318674001
GPATCH1,True,False,0.1715662188541225,-1.1701865514799987
GPATCH11,True,False,0.38058535438160057,1.0633559894000015
GPATCH2,True,False,0.8831346873544691,0.1519925402000002
GPATCH2L,False,True,0.0005474306671175245,-2.671033957000006
GPATCH3,True,True,0.025861122083756898,-4.050678427000001
GPATCH4,False,True,0.004544313024741137,6.2823345735999965
GPATCH8,False,True,5.108912385356121e-08,-10.732452949799995
GPBAR1,True,False,0.08210668983175061,-2.0795997456920006
GPBP1,True,False,0.3936468675918905,-2.139452408000011
GPBP1L1,True,False,0.37400342788898344,-0.9476153539999999
GPC1,True,False,0.2272210021271981,3.8539444399999994
GPC2,True,False,0.10060992904087296,2.5763225095802595
GPC3,True,False,0.7973623025697223,-0.8549850983160212
GPC4,True,False,0.9658250603956415,-0.033794661512599244
GPC5,True,False,0.4034149472243167,1.06189601620648
GPC6,True,False,0.8148926452316725,0.33090187997519926
GPCPD1,True,False,0.6788104062988858,0.4962099153999908
GPD1,True,False,0.2906121264988628,1.1943924346322
GPD1L,False,True,5.571736331644324e-10,-5.453392383399999
GPD2,True,False,0.37287508343748643,0.7497372940000027
GPER1,True,False,0.07269700602746978,1.6272393213422007
GPHA2,True,False,0.08341390278361092,2.331066441491839
GPHB5,True,False,0.07443726607054149,1.0065394807994643
GPHN,True,False,0.0984091630095524,0.8817461204700017
GPI,True,False,0.27347806876897496,-9.052711189999997
GPIHBP1,True,False,0.5578295570856122,-0.8088249594766641
GPKOW,False,True,4.241296280360845e-06,-6.901770584800001
GPLD1,False,True,0.017057391987003942,1.4275699514488003
GPM6A,True,False,0.5677844782579762,-1.468656850253998
GPM6B,True,False,0.8761373459135366,0.27396971441999973
GPN1,False,True,9.493388887702441e-08,-6.474631094599999
GPN2,False,True,0.0012745148406284963,-2.696998033
GPN3,True,False,0.9794860903325351,0.04011178220000744
GPNMB,True,False,0.870026607943214,-2.58173806412249
GPR1,True,False,0.5143298088645545,0.6419169013534805
GPR101,True,False,0.7822222606740354,-0.22358024365772122
GPR107,True,False,0.3236760355049576,-1.6608991604000032
GPR108,False,True,1.8275717254268754e-29,-14.24244010999999
GPR119,True,False,0.054447585906418364,-3.057006178227099
GPR12,True,False,0.34066787354301087,-1.5406098647410604
GPR132,True,False,0.6719997191073133,0.5285453667999995
GPR135,True,False,0.22226334558952676,1.1612321356560003
GPR137,True,False,0.2268812166453451,2.2464590000000015
GPR137B,True,False,0.9734772437440912,-0.03584457679999886
GPR137C,True,False,0.23547182077024853,1.5445062768507996
GPR139,True,False,0.18133594235803896,-1.4891982009414
GPR141,False,True,2.760265168665036e-10,-12.2149865094148
GPR142,True,False,0.9115836877773228,0.08164794503029216
GPR143,True,True,0.023069393482805744,1.7380029946665998
GPR146,True,False,0.08070223726306228,2.0220378425425993
GPR148,True,False,0.33620271316302164,0.5021112529712844
GPR149,True,False,0.12083290551736439,2.0643037478243316
GPR15,True,False,0.18354806265479895,2.8183249034324014
GPR150,True,False,0.18975729021423182,2.12428972364766
GPR151,True,False,0.6771259067378468,0.6768316820622482
GPR152,True,False,0.8463972677419285,0.12105586490380027
GPR153,False,True,0.004735181097729771,-3.6621485127360014
